Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Self-play/ELO,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
8650000,0.051971994,0.04556824,0.0026629257,0.016884051,4.1369913e-05,0.11378994,0.00069811795,9243.5,1194.5774122887526,5.02916707796976,5.02916707796976,1.0
8700000,0.05690267,0.08348358,0.0030146434,0.017602948,3.9828905e-05,0.11327626,0.00067248585,7062.0,1193.6332443143845,4.223889202293423,4.223889202293423,1.0
8750000,0.059369553,0.10801683,0.0032425548,0.015924694,3.8288388e-05,0.11276278,0.00064686214,6456.333333333333,1194.0780885744339,4.82555584806121,4.82555584806121,1.0
8800000,0.060635477,0.063690014,0.0043520657,0.01787642,3.674416e-05,0.112248,0.0006211764,3263.222222222222,1194.0748907237999,2.1394446247981653,2.1394446247981653,1.0
8850000,0.049668998,0.055069182,0.0026817422,0.016693316,3.5204142e-05,0.11173469,0.0005955607,6699.0,1194.0130268401153,3.330625290982425,3.330625290982425,1.0
8900000,0.041429903,0.06115128,0.0019892284,0.012245882,3.3661876e-05,0.1112206,0.0005699077,8124.0,1194.8252562177017,5.810000292723998,5.810000292723998,1.0
8950000,0.04800899,0.057859644,0.0024886483,0.014264206,3.21223e-05,0.1107074,0.00054429955,6651.571428571428,1195.144069833248,4.345000274080251,4.345000274080251,1.0
9000000,0.047738872,0.07707887,0.0027041482,0.016766813,3.0579868e-05,0.11019326,0.00051864365,9353.57142857143,1195.0664111348726,6.3442861174366305,6.3442861174366305,1.0
9050000,0.05353561,0.055934463,0.0032425602,0.018942472,2.9332936e-05,0.10977761,0.00049790286,3218.9,1194.264050242315,1.8005001681856811,1.8005001681856811,1.0
9100000,0.04133866,0.069678284,0.003107188,0.018197203,2.7791268e-05,0.109263726,0.0004722598,6857.333333333333,1193.23592134059,4.100000294080625,4.100000294080625,1.0
9150000,0.04123549,0.0308416,0.0025962759,0.017921675,2.6251277e-05,0.1087504,0.0004466446,7046.571428571428,1193.861127800538,3.920714608925794,3.920714608925794,1.0
9200000,0.039436307,0.048883125,0.0022922659,0.01691599,2.4711573e-05,0.10823715,0.0004210342,6595.8,1193.3798433353954,3.4030002634972334,3.4030002634972334,1.0
9250000,0.048246253,0.020637423,0.003512556,0.013546599,2.3170018e-05,0.10772332,0.000395393,7636.818181818182,1193.8097287007781,3.6563639616255057,3.6563639616255057,1.0
9300000,0.046737246,0.067273006,0.0030508358,0.016181357,2.1921038e-05,0.10730697,0.00037461828,3362.8333333333335,1194.414141599913,3.250833455628405,3.250833455628405,1.0
9350000,0.04769638,0.048003945,0.002812937,0.018522495,2.037955e-05,0.10679316,0.0003489782,8445.0,1194.7052066988836,6.375000391388312,6.375000391388312,1.0
9400000,0.036950037,0.035832275,0.0021477032,0.019120323,1.8837694e-05,0.106279194,0.00032333215,10339.285714285714,1194.5784131106004,5.994286158920398,5.994286158920398,1.0
9450000,0.049505766,0.043124456,0.0035697334,0.017417604,1.7295355e-05,0.1057651,0.0002976778,6017.875,1194.3909147916434,2.5168752836761996,2.5168752836761996,1.0
9500000,0.033592492,0.07580774,0.001589093,0.017413393,1.5755624e-05,0.105251834,0.0002720669,8982.5,1193.4117641770265,6.86333373002708,6.86333373002708,1.0
9550000,0.045101613,0.02919681,0.0032175267,0.015773298,1.420423e-05,0.1047347,0.00024626206,2892.25,1193.1441696588254,1.3512500982033089,1.3512500982033089,1.0
9600000,0.054195877,0.0074656955,0.0039298395,0.01675889,1.2664433e-05,0.10422145,0.00022065011,5940.3,1193.3327418709891,2.0625002566725015,2.0625002566725015,1.0
9650000,0.040609434,0.07159734,0.003088517,0.015074904,1.1125095e-05,0.103708334,0.00019504584,5449.0,1192.9173425143422,2.938333553779456,2.938333553779456,1.0
9700000,0.036797684,0.039601434,0.0022606384,0.017316647,9.585542e-06,0.10319513,0.00016943796,9054.666666666666,1193.2522579233791,3.7433337050800524,3.7433337050800524,1.0
9750000,0.042236783,0.075461596,0.0037075183,0.015409486,8.3519335e-06,0.10278396,0.00014891886,6638.545454545455,1192.6303808516716,3.997727541676299,3.997727541676299,1.0
9800000,0.06793392,0.09374945,0.0028808375,0.017298179,6.7912065e-06,0.1022637,0.00012295878,4516.0,1192.7998548010667,3.142857334310455,3.142857334310455,1.0
9850000,0.03708024,0.047571428,0.0033692978,0.017776284,5.245258e-06,0.10174841,9.724447e-05,5857.0,1192.8991325772165,3.355000280891545,3.355000280891545,1.0
9900000,0.035825312,0.061664004,0.0024825532,0.015035965,3.7033242e-06,0.1012344,7.159697e-05,10771.333333333334,1192.589141462246,6.890000470603506,6.890000470603506,1.0
9950000,0.033599246,0.051042903,0.002940433,0.016035758,2.161495e-06,0.10072045,4.5951212e-05,7765.666666666667,1193.865541199341,4.74277813329051,4.74277813329051,1.0
10000000,0.040496457,0.062336113,0.0023190668,0.018731713,9.260073e-07,0.10030864,2.5400926e-05,7902.4,1192.8840907428173,4.5190003525465725,4.5190003525465725,1.0
